area_type,availability,location,size,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,"Nantou City, Nantou County",2 BHK,1012,1,2,1534
Super built-up  Area,Ready To Move,"Zhongliao Township, Nantou County",2 BHK,1192,1,2,1391
Super built-up  Area,Ready To Move,"Caotun Township, Nantou County",2 BHK,795,1,1,846.04
Super built-up  Area,Ready To Move,"Guoxing Township, Nantou County",2 BHK,1213,1,2,1248
Super built-up  Area,Ready To Move,"Puli Township, Nantou County",3 BHK,1489,2,2,2288
Super built-up  Area,18-Jul,"Mingjian Township, Nantou County",2 BHK,1140,1,2,741
Super built-up  Area,18-Apr,"Jiji Township, Nantou County",3 BHK,1200,1,1,1432.08
Super built-up  Area,18-Aug,"Shuili Township, Nantou County",2 BHK,1200,1,1,936
Plot  Area,Ready To Move,"Yuchi Township, Nantou County",5 Bedroom,2640,2,1,5850
Super built-up  Area,Ready To Move,"Xinyi Township, Nantou County",3 BHK,1650,2,1,2444
Plot  Area,Ready To Move,"Zhushan Township, Nantou County",2 Bedroom,1245,1,1,3120
Super built-up  Area,Ready To Move,"Lugu Township, Nantou County",2 BHK,1224,1,2,1742
Super built-up  Area,18-Aug,"East Dist., Chiayi City",2 BHK,1235,1,2,1371.76
Super built-up  Area,Ready To Move,"West Dist., Chiayi City",2 BHK,1200,1,2,1185.6
Built-up  Area,Ready To Move,"Fanlu Township, Chiayi County",3 BHK,1342,1,2,1950
Plot  Area,Ready To Move,"Meishan Township, Chiayi County",3 Bedroom,600,2,2,2054
Built-up  Area,Ready To Move,"Zhuqi Township, Chiayi County",2 BHK,1800,1,2,2080
Plot  Area,Ready To Move,"Alishan Township, Chiayi County",4 Bedroom,2280,2,2,15990
Plot  Area,Ready To Move,"Zhongpu Township, Chiayi County",4 Bedroom,2440,1,0,10790
Super built-up  Area,Ready To Move,"Dapu Township, Chiayi County",2 BHK,1130,1,1,1204.58
Built-up  Area,Ready To Move,"Shuishang Township, Chiayi County",2 BHK,1186,1,3,1872
Super built-up  Area,Ready To Move,"Lucao Township, Chiayi County",2 BHK,1295,1,1,1664
Super built-up  Area,Ready To Move,"Taibao City, Chiayi County",3 BHK,1535,2,2,2210
Super built-up  Area,Ready To Move,"Puzi City, Chiayi County",2 BHK,905,1,1,1690
Super built-up  Area,18-Jul,"Dongshi Township, Chiayi County",2 BHK,1447,1,1,1975.22
Super built-up  Area,Ready To Move,"Liujiao Township, Chiayi County",2 BHK,1165,1,1,1040
Super built-up  Area,19-Jul,"Xingang Township, Chiayi County",2 BHK,1328,1,2,2782
Super built-up  Area,Ready To Move,"Minxiong Township, Chiayi County",3 BHK,1485,1,3,2860
Super built-up  Area,Ready To Move,"Dalin Township, Chiayi County",3 BHK,1475,1,3,1534
Super built-up  Area,Ready To Move,"Xikou Township, Chiayi County",2 BHK,1175,1,2,910
Super built-up  Area,Ready To Move,"Yizhu Township, Chiayi County",2 BHK,1245,1,2,2600
Plot  Area,Ready To Move,"Budai Township, Chiayi County",4 Bedroom,720,2,1,2470
Super built-up  Area,20-Nov,"Dounan Township, Yunlin County",2 BHK,985,1,1,1299.22
Plot  Area,Ready To Move,"Dapi Township, Yunlin County",5 Bedroom,4000,2,0,20800
Super built-up  Area,Ready To Move,"Huwei Township, Yunlin County",3 BHK,1395,1,2,1638
Super built-up  Area,21-Dec,"Tuku Township, Yunlin County",1 BHK,706 - 716,1,0,1108.9
Super built-up  Area,18-Apr,"Baozhong Township, Yunlin County",1 BHK,630,1,1,1053
Super built-up  Area,Ready To Move,"Dongshi Township, Yunlin County",4 BHK,2400,2,1,2288
Super built-up  Area,Ready To Move,"Taixi Township, Yunlin County",2 BHK,1170,1,2,1040
Super built-up  Area,Ready To Move,"Lunbei Township, Yunlin County",4 BHK,2500,2,2,4706
Super built-up  Area,Ready To Move,"Mailiao Township, Yunlin County",2 BHK,1100,1,2,1287
Super built-up  Area,18-Mar,"Douliu City, Yunlin County",4 BHK,3560,2,3,8268
Plot  Area,Ready To Move,"Linnei Township, Yunlin County",2 Bedroom,900,1,0,1430
Built-up  Area,18-Dec,"Gukeng Township, Yunlin County",2 BHK,1160,1,1,871.26
Super built-up  Area,18-Jan,"Citong Township, Yunlin County",2 BHK,1180,1,2,1430
Super built-up  Area,21-Jan,"Xiluo Township, Yunlin County",3 BHK,1441,1,1,2470
Super built-up  Area,Ready To Move,"Erlun Township, Yunlin County",2 BHK,1115,1,1,1300
Super built-up  Area,Ready To Move,"Beigang Township, Yunlin County",3 BHK,1825,2,2,3770
Carpet  Area,Ready To Move,"Shuilin Township, Yunlin County",2 BHK,1489,1,0,2626
Super built-up  Area,Ready To Move,"Kouhu Township, Yunlin County",4 BHK,2800,2,3,9490
Super built-up  Area,Ready To Move,"Sihu Township, Yunlin County",3 BHK,1278,2,2,1630.46
Super built-up  Area,Ready To Move,"Yuanchang Township, Yunlin County",3 BHK,1223,1,2,1113.06
Super built-up  Area,Ready To Move,"West Central Dist., Tainan City",2 BHK,1065,1,1,1323.92
Super built-up  Area,Ready To Move,"East Dist., Tainan City",2 BHK,1190,1,1,1664
Super built-up  Area,22-Jun,"South Dist., Tainan City",2 BHK,1130,1,2,1638
Super built-up  Area,18-Apr,"North Dist., Tainan City",2 BHK,1430,1,2,2282.8
Built-up  Area,Ready To Move,"Anping Dist., Tainan City",4 BHK,1900,2,1,2340
Super built-up  Area,Ready To Move,"Annan Dist., Tainan City",2 BHK,1104,1,1,889.72
Super built-up  Area,Ready To Move,"Yongkang Dist., Tainan City",2 BHK,1240,1,2,1192.88
Built-up  Area,Ready To Move,"Guiren Dist., Tainan City",2 BHK,1140,1,2,1612
Super built-up  Area,Ready To Move,"Xinhua Dist., Tainan City",2 BHK,1194,1,2,1222
Super built-up  Area,Ready To Move,"Zuozhen Dist., Tainan City",3 BHK,1464,2,2,1456
Super built-up  Area,Ready To Move,"Yujing Dist., Tainan City",4 BHK,3508,2,2,11050
Super built-up  Area,Ready To Move,"Nanxi Dist., Tainan City",3 BHK,1700,2,3,2730
Super built-up  Area,18-Dec,"Nanhua Dist., Tainan City",4 BHK,2658,2,3,4914
Super built-up  Area,Ready To Move,"Rende Dist., Tainan City",3 BHK,1600,1,1,2340
Super built-up  Area,Ready To Move,"Guanmiao Dist., Tainan City",4 BHK,3400,2,2,7150
Super built-up  Area,18-Apr,"Longqi Dist., Tainan City",3 BHK,1508,2,1,1950
Built-up  Area,18-Jan,"Guantian Dist., Tainan City",1 BHK,645,1,1,1066
Super built-up  Area,Ready To Move,"Madou Dist., Tainan City",2 BHK,1046,1,1,1560
Plot  Area,Ready To Move,"Jiali Dist., Tainan City",10 Bedroom,1200,3,3,5980
Built-up  Area,Ready To Move,"Xigang Dist., Tainan City",1 Bedroom,1500,1,1,7800
Built-up  Area,Ready To Move,"Qigu Dist., Tainan City",6 Bedroom,3000,2,3,7800
Super built-up  Area,18-May,"Jiangjun Dist., Tainan City",2 BHK,1079,1,1,841.62
Super built-up  Area,Ready To Move,"Xuejia Dist., Tainan City",2 BHK,975,1,1,1300
Built-up  Area,Ready To Move,"Beimen Dist., Tainan City",2 BHK,1050,1,1,1326
Plot  Area,Ready To Move,"Xinying Dist., Tainan City",9 Bedroom,1200,6,0,9100
Super built-up  Area,Ready To Move,"Houbi Dist., Tainan City",3 BHK,1903,2,2,4290
Built-up  Area,Ready To Move,"Baihe Dist., Tainan City",3 Bedroom,2940Sq. Yards,2,1,6032
Super built-up  Area,Ready To Move,"Dongshan Dist., Tainan City",2 BHK,1200,1,2,988
Super built-up  Area,Ready To Move,"Liujia Dist., Tainan City",4 BHK,2996,2,3,5200
Built-up  Area,Ready To Move,"Xiaying Dist., Tainan City",4 BHK,3400,2,,5200
Plot  Area,Ready To Move,"Liuying Dist., Tainan City",4 Bedroom,2000,2,1,8112
Plot  Area,Ready To Move,"Yanshui Dist., Tainan City",4 Bedroom,1453,2,1,4160
Super built-up  Area,Ready To Move,"Shanhua Dist., Tainan City",2 BHK,1092,1,2,1118
Super built-up  Area,Ready To Move,"Danei Dist., Tainan City",2 BHK,1400,1,0,1950
Super built-up  Area,Ready To Move,"Shanshang Dist., Tainan City",3 BHK,1416,1,1,2210
Built-up  Area,Ready To Move,"Xinshi Dist., Tainan City",3 BHK,1602,1,1,1950
Super built-up  Area,Ready To Move,"Anding Dist., Tainan City",2 BHK,1100,1,1,1066
Super built-up  Area,Ready To Move,"Xinxing Dist., Kaohsiung City",3 BHK,1760,2,,2860
Super built-up  Area,Ready To Move,"Qianjin Dist., Kaohsiung City",4 BHK,3800,2,3,6110
Super built-up  Area,Ready To Move,"Lingya Dist., Kaohsiung City",2 BHK,1037,1,1,943.28
Super built-up  Area,Ready To Move,"Yancheng Dist., Kaohsiung City",3 BHK,1384,1,2,1980.68
Super built-up  Area,22-Jan,"Gushan Dist., Kaohsiung City",1 BHK,551,1,1,780
Plot  Area,Ready To Move,"Qijin Dist., Kaohsiung City",4 Bedroom,2400,2,,32500
Plot  Area,Ready To Move,"Qianzhen Dist., Kaohsiung City",1 Bedroom,500,1,0,1820
Super built-up  Area,18-Apr,"Sanmin Dist., Kaohsiung City",2 BHK,900,1,2,727.48
Plot  Area,Ready To Move,"Nanzi Dist., Kaohsiung City",3 Bedroom,1415,1,1,1924
Super built-up  Area,18-Mar,"Xiaogang Dist., Kaohsiung City",2 BHK,1400,1,1,1164.8
Plot  Area,Ready To Move,"Zuoying Dist., Kaohsiung City",7 Bedroom,1300,2,1,1352
Built-up  Area,Ready To Move,"Renwu Dist., Kaohsiung City",3 BHK,2850,2,3,11960
Built-up  Area,Ready To Move,"Dashe Dist., Kaohsiung City",2 BHK,1030,1,2,1950
Built-up  Area,Ready To Move,"Dongsha Islands, Nanhai Islands",2 BHK,883,1,1,1014
Super built-up  Area,Ready To Move,"Nansha Islands, Nanhai Islands",1 BHK,550,1,1,416
Super built-up  Area,Ready To Move,"Gangshan Dist., Kaohsiung City",4 BHK,1800,2,2,1430
Plot  Area,Ready To Move,"Luzhu Dist., Kaohsiung City",5 Bedroom,10000,2,,50700
Super built-up  Area,Ready To Move,"Alian Dist., Kaohsiung City",2 BHK,1210,1,1,2002
Plot  Area,Ready To Move,"Tianliao Dist., Kaohsiung City",4 Bedroom,2000,2,0,2340
Super built-up  Area,21-Oct,"Yanchao Dist., Kaohsiung City",3 BHK,1100,2,1,1508
Super built-up  Area,Ready To Move,"Qiaotou Dist., Kaohsiung City",3 BHK,1780,2,1,2600
Plot  Area,Ready To Move,"Ziguan Dist., Kaohsiung City",5 Bedroom,950,2,2,1430
Built-up  Area,Ready To Move,"Mituo Dist., Kaohsiung City",2 BHK,1050,1,2,1560
Super built-up  Area,Ready To Move,"Hunei Dist., Kaohsiung City",4 BHK,3951,2,3,5980
Super built-up  Area,Ready To Move,"Fengshan Dist., Kaohsiung City",3 BHK,2500,2,2,2912
Built-up  Area,Ready To Move,"Daliao Dist., Kaohsiung City",2 BHK,1050,1,1,1287
Super built-up  Area,Ready To Move,"Linyuan Dist., Kaohsiung City",3 BHK,1843,2,1,2276.04
Plot  Area,Ready To Move,"Niaosong Dist., Kaohsiung City",4 Bedroom,1200,2,1,4550
Super built-up  Area,Ready To Move,"Dashu Dist., Kaohsiung City",2 BHK,1186,1,1,1976
Super built-up  Area,18-Aug,"Qishan Dist., Kaohsiung City",1 BHK,560,1,1,1170
Super built-up  Area,Ready To Move,"Meinong Dist., Kaohsiung City",3 BHK,2357,2,2,3510
Plot  Area,Ready To Move,"Liugui Dist., Kaohsiung City",4 Bedroom,1200,2,1,4160
Super built-up  Area,20-Jan,"Neimen Dist., Kaohsiung City",3 BHK,1823,2,2,2678
Built-up  Area,Ready To Move,"Shanlin Dist., Kaohsiung City",3 BHK,1310,2,3,2340
Super built-up  Area,Ready To Move,"Jiaxian Dist., Kaohsiung City",3 BHK,1520,1,2,1560
Super built-up  Area,18-Jul,"Taoyuan Dist., Kaohsiung City",3 BHK,1610,2,1,1924.78
Plot  Area,18-Aug,"Namaxia Dist., Kaohsiung City",3 Bedroom,1500,2,1,2042.82
Super built-up  Area,Ready To Move,"Maolin Dist., Kaohsiung City",3 BHK,1400,1,2,2080
Super built-up  Area,Ready To Move,"Qieding Dist., Kaohsiung City",3 BHK,1625,2,2,3120
Plot  Area,Ready To Move,"Magong City, Penghu County",5 Bedroom,1500,2,3,6890
Built-up  Area,Ready To Move,"Xiyu Township, Penghu County",2 BHK,900,1,1,624
Super built-up  Area,Ready To Move,"Qimei Township, Penghu County",2 BHK,1000,1,1,1300
Super built-up  Area,18-Dec,"Baisha Township, Penghu County",4 BHK,2774,2,3,5122
Super built-up  Area,Ready To Move,"Huxi Township, Penghu County",1 BHK,994,1,0,1421.42
Super built-up  Area,Ready To Move,"Jinsha Township, Kinmen County",3 BHK,1455,2,3,1950
Plot  Area,Ready To Move,"Jinhu Township, Kinmen County",5 Bedroom,1200,2,1,2054
Built-up  Area,Ready To Move,"Jinning Township, Kinmen County",2 BHK,1172,1,1,1950
Super built-up  Area,Ready To Move,"Jincheng Township, Kinmen County",3 BHK,1935,2,2,2652
Super built-up  Area,Ready To Move,"Lieyu Township, Kinmen County",3 BHK,1856,2,3,2756
Super built-up  Area,Ready To Move,"Wuqiu Township, Kinmen County",3 BHK,2392,2,2,6474
Super built-up  Area,Ready To Move,"Pingtung City, Pingtung County",2 BHK,900,1,2,910
Built-up  Area,Ready To Move,"Sandimen Township, Pingtung County",3 BHK,1757,2,3,2548
Super built-up  Area,Ready To Move,"Wutai Township, Pingtung County",2 BHK,1027,1,2,1144
Super built-up  Area,Ready To Move,"Majia Township, Pingtung County",3 BHK,1626,2,3,2210
Super built-up  Area,Ready To Move,"Jiuru Township, Pingtung County",2 BHK,1200,1,1,1404
Super built-up  Area,19-Dec,"Ligang Township, Pingtung County",3 BHK,1559,2,1,2120.3
Super built-up  Area,Ready To Move,"Gaoshu Township, Pingtung County",2 BHK,1190,1,2,1300
Super built-up  Area,Ready To Move,"Yanpu Township, Pingtung County",2 BHK,1200,1,1,1872
Super built-up  Area,Ready To Move,"Changzhi Township, Pingtung County",2 BHK,1174,1,1,1924
Built-up  Area,Ready To Move,"Linluo Township, Pingtung County",2 BHK,1140,1,1,1690
Built-up  Area,Ready To Move,"Zhutian Township, Pingtung County",3 BHK,1603,1,0,3250
Super built-up  Area,Ready To Move,"Neipu Township, Pingtung County",3 BHK,1278,2,2,1820
Super built-up  Area,Ready To Move,"Wandan Township, Pingtung County",3 BHK,2180,2,,7410
Super built-up  Area,Ready To Move,"Chaozhou Township, Pingtung County",2 BHK,1085,1,1,1300
Super built-up  Area,19-Jun,"Taiwu Township, Pingtung County",2 BHK,1195,1,1,1595.36
Plot  Area,Ready To Move,"Laiyi Township, Pingtung County",1 Bedroom,450,1,0,780
Super built-up  Area,19-Jan,"Wanluan Township, Pingtung County",4 BHK,6500,2,2,36400
Super built-up  Area,Ready To Move,"Kanding Township, Pingtung County",1 BHK,550,1,1,299
Super built-up  Area,Ready To Move,"Xinpi Township, Pingtung County",2 BHK,1165,1,2,1170
Super built-up  Area,Ready To Move,"Nanzhou Township, Pingtung County",4 BHK,3000,2,2,7826
Super built-up  Area,Ready To Move,"Linbian Township, Pingtung County",3 BHK,1452,2,3,1560
Super built-up  Area,18-Jan,"Donggang Township, Pingtung County",1 BHK,702,1,1,1352
Super built-up  Area,Ready To Move,"Liuqiu Township, Pingtung County",2 BHK,1020,1,1,1113.58
Super built-up  Area,18-May,"Jiadong Township, Pingtung County",2 BHK,1340,1,1,1690
Super built-up  Area,18-Apr,"Xinyuan Township, Pingtung County",2 BHK,1125,1,1,1424.8
Super built-up  Area,Ready To Move,"Fangliao Township, Pingtung County",2 BHK,1160,1,1,1053.78
Built-up  Area,Ready To Move,"Fangshan Township, Pingtung County",2 BHK,1050,1,1,1300
Super built-up  Area,19-Dec,"Chunri Township, Pingtung County",3 BHK,1960,2,1,3588
Built-up  Area,Ready To Move,"Shizi Township, Pingtung County",2 BHK,1200,2,2,1352
Plot  Area,Ready To Move,"Checheng Township, Pingtung County",3 Bedroom,1200,2,1,5720
Super built-up  Area,18-Dec,"Mudan Township, Pingtung County",4 BHK,3496,2,,6812
Super built-up  Area,Ready To Move,"Hengchun Township, Pingtung County",2 BHK,975,1,1,832
Super built-up  Area,Ready To Move,"Manzhou Township, Pingtung County",3 BHK,1700,2,3,3250
Built-up  Area,Ready To Move,"Taitung City, Taitung County",4 Bedroom,1800,2,0,5980
Plot  Area,Ready To Move,"Ludao Township, Taitung County",4 Bedroom,612,2,0,1222
Built-up  Area,Ready To Move,"Lanyu Township, Taitung County",2 BHK,1275,1,3,1794
Built-up  Area,Ready To Move,"Yanping Township, Taitung County",1 BHK,650,1,0,1040
Super built-up  Area,Ready To Move,"Beinan Township, Taitung County",2 BHK,1495,1,2,2860
Super built-up  Area,Ready To Move,"Luye Township, Taitung County",2 BHK,1200,1,2,1248
Plot  Area,Ready To Move,"Guanshan Township, Taitung County",5 Bedroom,3750,2,2,7670
Super built-up  Area,19-Mar,"Haiduan Township, Taitung County",3 BHK,1679,2,2,2466.36
Super built-up  Area,Ready To Move,"Chishang Township, Taitung County",3 BHK,1450,2,2,1950
Super built-up  Area,18-Nov,"Donghe Township, Taitung County",2 BHK,1210,1,1,2132
Super built-up  Area,18-May,"Chenggong Township, Taitung County",3 BHK,1300,1,1,1326
Super built-up  Area,Ready To Move,"Changbin Township, Taitung County",2 BHK,1165,1,1,1289.86
Super built-up  Area,Ready To Move,"Taimali Township, Taitung County",3 BHK,1623,2,3,4030
Super built-up  Area,Ready To Move,"Jinfeng Township, Taitung County",2 BHK,1115,1,1,930.8
Super built-up  Area,Ready To Move,"Dawu Township, Taitung County",1 BHK,450,1,1,520
Super built-up  Area,18-Apr,"Daren Township, Taitung County",2 BHK,1170,1,1,1612
Built-up  Area,Ready To Move,"Hualien City, Hualien County",4 Bedroom,2065,2,0,6448
Built-up  Area,Ready To Move,"Xincheng Township, Hualien County",3 BHK,1700,2,2,3276
Plot  Area,Ready To Move,"Xiulin Township, Hualien County",6 Bedroom,1080,2,2,4160
Built-up  Area,19-Dec,"Shoufeng Township, Hualien County",2 BHK,1017,1,1,1716
Plot  Area,Ready To Move,"Fenglin Township, Hualien County",6 Bedroom,650,2,2,2080
Super built-up  Area,18-Mar,"Guangfu Township, Hualien County",2 BHK,1242,1,1,1950
Super built-up  Area,18-Mar,"Fengbin Township, Hualien County",3 BHK,1792,2,1,2704
Super built-up  Area,18-Aug,"Ruisui Township, Hualien County",3 BHK,1275,2,2,1430
Plot  Area,Ready To Move,"Wanrong Township, Hualien County",6 Bedroom,1200,2,1,6760
Plot  Area,Ready To Move,"Yuli Township, Hualien County",3 Bedroom,2400,2,0,10608
Super built-up  Area,Ready To Move,"Zhuoxi Township, Hualien County",1 BHK,605,1,1,572
Plot  Area,Ready To Move,"Fuli Township, Hualien County",4 Bedroom,1200,2,2,2990
Super built-up  Area,18-Dec,"Toufen City, Miaoli County",3 BHK,1450,2,2,2054
Plot  Area,Ready To Move,"Yuanlin City, Changhua County",3 Bedroom,1232,2,1,2496
Plot  Area,Ready To Move,"Zhongzheng Dist., Taipei City",5 Bedroom,1800,2,0,1820
Built-up  Area,Ready To Move,"Datong Dist., Taipei City",1 Bedroom,900,1,1,1359.8
Super built-up  Area,Ready To Move,"Zhongshan Dist., Taipei City",2 BHK,1200,1,2,1040
Super built-up  Area,Ready To Move,"Songshan Dist., Taipei City",4 BHK,2100,2,,5304
Super built-up  Area,Ready To Move,"Wanhua Dist., Taipei City",2 BHK,1075,1,1,1257.88
Plot  Area,Ready To Move,"Xinyi Dist., Taipei City",6 Bedroom,1508,2,2,6240
Super built-up  Area,Ready To Move,"Shilin Dist., Taipei City",2 BHK,780,1,1,806
Super built-up  Area,Ready To Move,"Beitou Dist., Taipei City",2 BHK,1070,1,1,1112.54
Super built-up  Area,Ready To Move,"Neihu Dist., Taipei City",3 BHK,1464,2,2,1456
Super built-up  Area,18-Oct,"Nangang Dist., Taipei City",3 BHK,1910,2,2,3900
Built-up  Area,Ready To Move,"Wenshan Dist., Taipei City",2 BHK,1280,1,1,3120
Built-up  Area,Ready To Move,"Xinyi Dist., Keelung City",4 BHK,2439,2,2,4420
Super built-up  Area,Ready To Move,"Zhongzheng Dist., Keelung City",2 BHK,1088,1,2,1131
Super built-up  Area,Ready To Move,"Zhongshan Dist., Keelung City",2 BHK,1174,1,1,2028
Super built-up  Area,18-Dec,"Anle Dist., Keelung City",3 BHK,1587,2,1,1918.8
Built-up  Area,Ready To Move,"Nuannuan Dist., Keelung City",2 BHK,1045,1,2,1430
Super built-up  Area,Ready To Move,"Qidu Dist., Keelung City",2 BHK,1304,1,1,1819.22
Super built-up  Area,Ready To Move,"Wanli Dist., New Taipei City",2 BHK,1100,1,2,1690
Super built-up  Area,18-May,"Jinshan Dist., New Taipei City",3 BHK,1482,1,1,1791.4
Built-up  Area,18-Mar,"Nangan Township, Lienchiang County",3 Bedroom,2125,2,1,2782
Super built-up  Area,Ready To Move,"Beigan Township, Lienchiang County",5 BHK,1000,2,0,1690
Super built-up  Area,Ready To Move,"Juguang Township, Lienchiang County",2 BHK,1194,1,2,1170
Super built-up  Area,Ready To Move,"Dongyin Township, Lienchiang County",2 BHK,1200,1,3,1092
Super built-up  Area,Ready To Move,"Banqiao Dist., New Taipei City",2 BHK,1070,1,2,857.74
Super built-up  Area,Ready To Move,"Xizhi Dist., New Taipei City",2 BHK,1100,1,1,1209
Built-up  Area,Ready To Move,"Shenkeng Dist., New Taipei City",3 BHK,1270,1,2,1690
Super built-up  Area,Ready To Move,"Shiding Dist., New Taipei City",2 BHK,1000,1,1,806
Super built-up  Area,Ready To Move,"Ruifang Dist., New Taipei City",2 BHK,1246,1,1,1794
Super built-up  Area,Ready To Move,"Pingxi Dist., New Taipei City",3 BHK,1529,2,3,1346.02
Super built-up  Area,Ready To Move,"Shuangxi Dist., New Taipei City",2 BHK,1185,1,2,1092
Super built-up  Area,Ready To Move,"Gongliao Dist., New Taipei City",2 BHK,1060,1,1,1196
Super built-up  Area,Ready To Move,"Xindian Dist., New Taipei City",3 BHK,1319,2,1,981.5
Super built-up  Area,Ready To Move,"Pinglin Dist., New Taipei City",2 BHK,991,1,0,1664
Super built-up  Area,Ready To Move,"Wulai Dist., New Taipei City",1 BHK,662,1,0,988
Built-up  Area,Ready To Move,"Yonghe Dist., New Taipei City",2 Bedroom,1200,1,1,2860
